,steps,words,feedback,ncands
129,3,"['tores', 'woven', 'dozen']","['XGXGX', 'XGXGG', 'GGGGG']","[19, 1, 1]"
130,5,"['tores', 'wooly', 'goody', 'booby', 'boozy']","['XGXXX', 'XGGXG', 'XGGXG', 'GGGYG', 'GGGGG']","[79, 5, 2, 1, 1]"
131,2,"['tores', 'erode']","['XYYYX', 'GGGGG']","[17, 17]"
132,3,"['tores', 'worry', 'world']","['XGGXX', 'GGGYX', 'GGGGG']","[15, 1, 1]"
133,2,"['tores', 'gouge']","['XGXYX', 'GGGGG']","[10, 10]"
134,3,"['tores', 'canny', 'click']","['XXXXX', 'GXXXX', 'GGGGG']","[246, 14, 14]"
135,2,"['tores', 'briar']","['XXYXX', 'GGGGG']","[97, 97]"
136,3,"['tores', 'erect', 'great']","['YXYYX', 'YGGXG', 'GGGGG']","[23, 1, 1]"
137,3,"['tores', 'trait', 'altar']","['YXYXX', 'YYYXY', 'GGGGG']","[21, 3, 3]"
138,4,"['tores', 'canny', 'dully', 'pulpy']","['XXXXX', 'XXXXG', 'XGGYG', 'GGGGG']","[246, 38, 2, 2]"
139,3,"['tores', 'trait', 'blurt']","['YXYXX', 'YYXXG', 'GGGGG']","[21, 1, 1]"
140,4,"['tores', 'boost', 'joist', 'coast']","['YGXXY', 'XGYGG', 'XGXGG', 'GGGGG']","[12, 6, 1, 1]"
141,4,"['tores', 'canny', 'lucky', 'duchy']","['XXXXX', 'YXXXG', 'XGGXG', 'GGGGG']","[246, 6, 1, 1]"
142,4,"['tores', 'brood', 'grown', 'groin']","['XYYXX', 'XGGYX', 'GGGXG', 'GGGGG']","[74, 18, 2, 2]"
143,4,"['tores', 'freer', 'filer', 'fixer']","['XXYGX', 'GYYGG', 'GGXGG', 'GGGGG']","[94, 8, 3, 3]"
144,4,"['tores', 'brood', 'grown', 'group']","['XYYXX', 'XGGYX', 'GGGXX', 'GGGGG']","[74, 18, 1, 1]"
145,2,"['tores', 'rogue']","['XGYYX', 'GGGGG']","[2, 2]"
146,5,"['tores', 'canny', 'gayly', 'dally', 'badly']","['XXXXX', 'XGXXG', 'XGYGG', 'YGYGG', 'GGGGG']","[246, 16, 4, 2, 2]"
147,3,"['tores', 'start', 'smart']","['YXYXY', 'GYGGG', 'GGGGG']","[12, 1, 1]"
148,3,"['tores', 'tatty', 'pithy']","['YXXXX', 'YXGYG', 'GGGGG']","[87, 1, 1]"
149,4,"['tores', 'canny', 'gayly', 'gaudy']","['XXXXX', 'XGXXG', 'GGYXG', 'GGGGG']","[246, 16, 2, 2]"
150,4,"['tores', 'canny', 'click', 'chill']","['XXXXX', 'GXXXX', 'GYGYX', 'GGGGG']","[246, 14, 3, 3]"
151,3,"['tores', 'error', 'heron']","['XYGYX', 'YYGGY', 'GGGGG']","[2, 1, 1]"
152,5,"['tores', 'wooly', 'couch', 'gonad', 'vodka']","['XGXXX', 'XGYXX', 'XGXXX', 'XGXYY', 'GGGGG']","[79, 27, 7, 1, 1]"
153,5,"['tores', 'freer', 'filer', 'fixer', 'finer']","['XXYGX', 'GYYGG', 'GGXGG', 'GGXGG', 'GGGGG']","[94, 8, 3, 2, 2]"
154,3,"['tores', 'scree', 'surer']","['XXGGY', 'GXGGY', 'GGGGG']","[6, 3, 3]"
155,3,"['tores', 'brood', 'radio']","['XYYXX', 'XYYYY', 'GGGGG']","[74, 2, 2]"
156,3,"['tores', 'rogue', 'rouge']","['XGYYX', 'GGYYG', 'GGGGG']","[2, 1, 1]"
157,5,"['tores', 'eerie', 'ferry', 'rerun', 'perch']","['XXGYX', 'YGGXY', 'XGGYX', 'YGGXX', 'GGGGG']","[25, 11, 2, 1, 1]"
158,3,"['tores', 'erect', 'retch']","['YXYYX', 'YYYGY', 'GGGGG']","[23, 1, 1]"
159,3,"['tores', 'retro', 'wrote']","['YYYYX', 'YYYYY', 'GGGGG']","[4, 1, 1]"
160,3,"['tores', 'aloof', 'clock']","['XYXXX', 'XGGYX', 'GGGGG']","[66, 6, 6]"
161,4,"['tores', 'teeth', 'title', 'tilde']","['GXXYX', 'GYYYX', 'GGYYG', 'GGGGG']","[17, 6, 1, 1]"
162,2,"['tores', 'store']","['YYYYY', 'GGGGG']","[1, 1]"
163,3,"['tores', 'erode', 'prove']","['XYYYX', 'YGGXG', 'GGGGG']","[17, 8, 8]"
164,4,"['tores', 'briar', 'brink', 'bring']","['XXYXX', 'GGGXY', 'GGGGX', 'GGGGG']","[97, 4, 2, 2]"
165,3,"['tores', 'loose', 'solve']","['XGXYY', 'YGYYG', 'GGGGG']","[13, 1, 1]"
166,3,"['tores', 'elate', 'cheat']","['YXXYX', 'YXYYY', 'GGGGG']","[69, 5, 5]"
167,4,"['tores', 'rearm', 'crime', 'grime']","['XXYYX', 'YYXYY', 'XGGGG', 'GGGGG']","[93, 4, 2, 2]"
168,3,"['tores', 'elate', 'exult']","['YXXYX', 'GYXYY', 'GGGGG']","[69, 1, 1]"
169,4,"['tores', 'sneer', 'riser', 'usher']","['XXYGY', 'YXYGG', 'YXYGG', 'GGGGG']","[13, 4, 1, 1]"
170,3,"['tores', 'elope', 'epoch']","['XYXYX', 'GXGYY', 'GGGGG']","[45, 2, 2]"
171,3,"['tores', 'trait', 'triad']","['GXYXX', 'GGYYY', 'GGGGG']","[19, 2, 2]"
172,3,"['tores', 'rearm', 'break']","['XXYYX', 'YYYYX', 'GGGGG']","[93, 9, 9]"
173,4,"['tores', 'brood', 'micro', 'rhino']","['XYYXX', 'XYYYX', 'XYXYG', 'GGGGG']","[74, 5, 1, 1]"
174,4,"['tores', 'carry', 'rural', 'viral']","['XXGXX', 'XYGYX', 'YXGGG', 'GGGGG']","[29, 3, 1, 1]"
175,4,"['tores', 'wooly', 'couch', 'conic']","['XGXXX', 'XGYXX', 'GGXYX', 'GGGGG']","[79, 27, 5, 5]"
176,4,"['tores', 'sense', 'pause', 'masse']","['XXXYY', 'YYXGG', 'XGXGG', 'GGGGG']","[72, 12, 2, 2]"
177,4,"['tores', 'bossy', 'solid', 'sonic']","['XGXXY', 'XGYYX', 'GGXGX', 'GGGGG']","[10, 3, 1, 1]"
178,4,"['tores', 'tatty', 'attic', 'vital']","['YXXXX', 'YYGYX', 'YYGYX', 'GGGGG']","[87, 3, 1, 1]"
179,3,"['tores', 'trite', 'trace']","['GXYYX', 'GGXYG', 'GGGGG']","[13, 3, 3]"
180,3,"['tores', 'sassy', 'using']","['XXXXY', 'YXYYX', 'GGGGG']","[120, 1, 1]"
181,4,"['tores', 'melee', 'beech', 'peach']","['XXXYX', 'XGXYY', 'XGYGG', 'GGGGG']","[196, 26, 2, 2]"
182,4,"['tores', 'canny', 'clack', 'champ']","['XXXXX', 'GYXXX', 'GXGYX', 'GGGGG']","[246, 6, 2, 2]"
183,3,"['tores', 'afoot', 'baton']","['YYXXX', 'YXYGY', 'GGGGG']","[31, 1, 1]"
184,4,"['tores', 'rearm', 'grave', 'brake']","['XXYYX', 'YYGYX', 'XGGXG', 'GGGGG']","[93, 13, 6, 6]"
185,4,"['tores', 'canny', 'mulch', 'pluck']","['XXXXX', 'YXXXX', 'XYYGX', 'GGGGG']","[246, 9, 1, 1]"
186,5,"['tores', 'rearm', 'grave', 'brake', 'craze']","['XXYYX', 'YYGYX', 'XGGXG', 'XGGXG', 'GGGGG']","[93, 13, 6, 3, 3]"
187,4,"['tores', 'rearm', 'pride', 'gripe']","['XXYYX', 'YYXYX', 'YGGXG', 'GGGGG']","[93, 14, 1, 1]"
188,4,"['tores', 'rearm', 'yearn', 'weary']","['XXYYX', 'YGGGX', 'YGGGX', 'GGGGG']","[93, 6, 1, 1]"
189,4,"['tores', 'canny', 'lucky', 'picky']","['XXXXX', 'YXXXG', 'XXGGG', 'GGGGG']","[246, 6, 1, 1]"
190,3,"['tores', 'elate', 'acute']","['YXXYX', 'YXYGG', 'GGGGG']","[69, 2, 2]"
191,3,"['tores', 'eerie', 'ferry']","['XXGYX', 'YGGXY', 'GGGGG']","[25, 11, 11]"
192,4,"['tores', 'sense', 'issue', 'aside']","['XXXYY', 'YYXYG', 'YGYXG', 'GGGGG']","[72, 4, 1, 1]"
193,3,"['tores', 'trait', 'tapir']","['GXYXX', 'GYYGY', 'GGGGG']","[19, 1, 1]"
194,4,"['tores', 'troop', 'trout', 'troll']","['GYYXX', 'GGGYX', 'GGGXY', 'GGGGG']","[6, 2, 1, 1]"
195,3,"['tores', 'canny', 'unify']","['XXXXX', 'XXYYG', 'GGGGG']","[246, 1, 1]"
196,3,"['tores', 'cress', 'rebus']","['XXYYG', 'XYYYG', 'GGGGG']","[4, 1, 1]"
197,2,"['tores', 'boost']","['YGXXY', 'GGGGG']","[12, 12]"
198,2,"['tores', 'truss']","['GXYXG', 'GGGGG']","[1, 1]"
199,5,"['tores', 'sense', 'shave', 'slice', 'siege']","['XXXYY', 'GYXYG', 'GXXXG', 'GXYXG', 'GGGGG']","[72, 21, 7, 1, 1]"
200,4,"['tores', 'truer', 'tamer', 'tiger']","['GXYGX', 'GYXGG', 'GXXGG', 'GGGGG']","[8, 5, 1, 1]"
201,4,"['tores', 'canny', 'manga', 'banal']","['XXXXX', 'XGGYX', 'XGGXY', 'GGGGG']","[246, 3, 1, 1]"
202,4,"['tores', 'sassy', 'skunk', 'slump']","['XXXXY', 'GXYYX', 'GXGXX', 'GGGGG']","[120, 23, 2, 2]"
203,3,"['tores', 'briar', 'crank']","['XXYXX', 'XGXYY', 'GGGGG']","[97, 17, 17]"
204,3,"['tores', 'forge', 'gorge']","['XGGYX', 'XGGGG', 'GGGGG']","[5, 1, 1]"
205,5,"['tores', 'rearm', 'fiery', 'every', 'query']","['XXYYX', 'YYXGX', 'XXGGG', 'YXGGG', 'GGGGG']","[93, 6, 2, 1, 1]"
206,5,"['tores', 'briar', 'grill', 'prick', 'drink']","['XXYXX', 'XGGXY', 'XGGXX', 'XGGXG', 'GGGGG']","[97, 12, 5, 1, 1]"
207,6,"['tores', 'brood', 'razor', 'major', 'valor', 'favor']","['XYYXX', 'XYYGX', 'YGXGG', 'XGXGG', 'YGXGG', 'GGGGG']","[74, 13, 6, 3, 1, 1]"
208,5,"['tores', 'level', 'emcee', 'annex', 'abbey']","['XXXGX', 'XYXGX', 'YXXGY', 'GXXGX', 'GGGGG']","[55, 20, 11, 1, 1]"
209,3,"['tores', 'taint', 'tangy']","['GXXXX', 'GGXYY', 'GGGGG']","[28, 1, 1]"
210,3,"['tores', 'canny', 'panic']","['XXXXX', 'YGGYX', 'GGGGG']","[246, 2, 2]"
211,2,"['tores', 'solar']","['XGYXY', 'GGGGG']","[2, 2]"
212,3,"['tores', 'spare', 'shire']","['XXYYY', 'GXXGG', 'GGGGG']","[18, 1, 1]"
213,5,"['tores', 'brood', 'grown', 'crock', 'proxy']","['XYYXX', 'XGGYX', 'XGGXX', 'XGGXX', 'GGGGG']","[74, 18, 6, 2, 2]"
214,4,"['tores', 'motto', 'count', 'point']","['YGXXX', 'XGYYY', 'XGXGG', 'GGGGG']","[21, 5, 2, 2]"
