word,cares_doily,cares_pouty,cares_poind,cares_gouty,cares_noily,cares_point,cares_doilt,cares_piony,cares_bound,cares_pound,bares_doily,bares_pouty,bares_poind,bares_gouty,bares_noily,bares_point,bares_doilt,bares_piony,bares_could,bares_colin,pares_doily,pares_gouty,pares_noily,pares_doilt,pares_bound,pares_could,pares_colin,pares_count,pares_boult,pares_boink,tares_doily,tares_poind,tares_noily,tares_piony,tares_bound,tares_could,tares_colin,tares_pound,tares_boink,tares_mound,cores_laity,cores_daily,cores_gaily,cores_haily,cores_paint,cores_bialy,cores_daint,cores_baith,cores_faint,cores_gaudy,bores_laity,bores_daily,bores_gaily,bores_haily,bores_canid,bores_calid,bores_paint,bores_daint,bores_cauld,bores_faint,mares_doily,mares_pouty,mares_poind,mares_gouty,mares_noily,mares_point,mares_doilt,mares_piony,mares_bound,mares_could,pores_laity,pores_daily,pores_gaily,pores_haily,pores_canid,pores_calid,pores_bialy,pores_daint,pores_baith,pores_cauld,canes_doily,canes_roily,canes_pouty,canes_gouty,canes_loury,canes_doilt,canes_bourd,canes_boult,canes_poult,canes_roupy,dares_pouty,dares_gouty,dares_noily,dares_point,dares_piony,dares_colin,dares_count,dares_boult,dares_poult,dares_boink
coupe,4,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,4,4,3,4,4,4,3,4,3,3,3,3,4,4,4,4,3,4,3,4,3,4,5,3,3,4,4,3,4,3,4,3,3,4,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,5,3,3,4,3,4,3,4
endow,4,5,4,5,4,5,4,4,4,4,4,5,4,5,4,5,4,4,4,5,5,4,4,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,5,5,5,4,5,4,4,4,4,4,5,5,4,5,4,5,4,4,4,5,4,4,4,4,5,5,4,4,4,4,5,5,5,4,4,4,4,4,5,4,4,5,5,4,5,4,5,5,5,4,5,4,5,4
abhor,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,4,4,5,5,5,5,4,5,5,5,4,4,5,5,5,4,5,4,5,3,5,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,5,5,5,4,5,5,4,5,3,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4
welch,4,4,6,5,4,4,4,6,6,6,5,4,4,5,4,5,4,4,4,3,4,5,4,4,4,4,3,4,5,5,5,5,4,5,6,4,3,5,5,4,4,4,4,4,4,4,4,5,5,6,4,5,4,4,5,3,5,5,4,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,6,3,4,5,5,4,4,4,4,4,4,4,6,4,4,5,5,5,5,5,4,3,4,5,4,4
blade,3,4,4,5,4,5,3,5,3,4,3,4,3,4,3,5,3,5,3,3,3,5,5,3,3,4,5,4,3,5,3,4,4,5,3,4,4,4,5,4,5,3,5,4,5,3,4,5,4,4,3,3,3,3,3,3,5,4,3,4,3,5,4,5,5,4,3,5,3,4,5,3,5,5,4,4,3,4,5,4,4,4,4,4,4,3,3,3,4,5,4,4,3,4,4,4,4,3,3,4
tight,6,3,5,3,6,7,6,6,6,6,7,3,5,3,6,6,6,6,4,6,6,3,6,6,4,4,6,6,7,6,4,4,5,4,4,4,4,4,4,4,7,6,6,6,7,7,6,7,6,3,7,7,6,6,4,4,6,6,4,5,5,3,4,3,5,6,5,5,4,4,7,6,6,6,6,4,5,6,7,4,6,6,3,3,6,6,6,7,7,3,3,3,5,6,5,6,6,3,3,6
geese,3,4,3,3,3,3,6,3,4,4,3,6,3,3,3,3,6,3,4,3,3,3,3,6,5,4,3,5,5,3,6,3,3,3,5,4,3,5,3,5,6,3,3,6,3,3,3,5,5,3,6,3,3,6,4,3,3,3,4,5,3,6,3,3,3,3,5,3,5,4,6,3,3,6,3,3,3,3,5,4,3,3,6,3,5,6,4,6,6,5,4,3,3,3,3,3,4,5,5,3
miser,5,6,6,6,6,6,5,6,6,6,5,6,6,6,6,6,5,6,6,6,5,6,6,5,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,3,5,5,5,5,6,5,6,6,6,6,5,5,5,5,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,5,5,5,5,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
mirth,4,6,3,5,3,3,3,3,3,3,3,5,3,4,4,3,3,3,3,3,6,5,3,3,3,3,3,6,5,3,3,3,3,6,5,6,3,6,3,3,3,4,4,6,3,3,3,5,3,3,3,3,4,5,3,3,3,3,3,3,4,3,4,3,4,4,4,3,3,3,3,6,4,6,3,3,3,3,5,3,4,4,6,5,6,7,5,6,7,6,6,5,6,3,6,3,6,5,6,3
cloud,3,3,3,3,4,4,3,5,3,3,3,4,3,4,4,4,3,4,3,4,4,4,4,4,3,3,4,3,3,5,4,4,4,5,3,3,4,3,5,3,5,3,4,4,4,4,3,5,5,3,5,3,5,5,3,3,4,3,3,5,4,5,4,4,4,4,4,4,3,3,5,4,5,5,3,3,4,4,4,3,3,4,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,3,3
cabal,4,5,4,5,3,5,4,4,3,4,3,4,4,4,3,4,3,4,3,3,6,6,6,5,4,5,4,4,4,5,5,6,6,5,4,5,4,5,4,5,5,4,4,4,5,3,4,3,5,5,3,3,3,3,3,3,4,4,3,4,7,4,5,4,7,4,5,6,5,5,5,6,6,6,4,4,3,6,4,5,3,3,4,4,4,4,3,3,4,4,6,6,7,6,6,3,4,4,5,5
leech,3,5,4,5,3,4,3,4,5,6,4,5,4,4,4,5,4,4,3,3,4,4,4,4,4,3,3,4,4,5,4,5,4,5,4,4,3,5,5,5,3,3,3,3,4,3,4,4,4,5,4,4,4,4,5,3,5,4,3,4,3,6,5,5,4,4,4,5,4,3,4,4,4,3,4,3,4,5,4,3,3,3,4,5,3,3,5,4,4,4,6,5,4,5,5,3,4,4,5,4
close,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4
tenth,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,3,3,4,3,5,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4
pecan,4,4,3,3,3,3,4,3,4,3,4,4,3,5,5,3,4,3,4,3,4,4,3,4,3,4,3,3,4,4,4,3,5,3,4,4,3,3,5,4,3,4,4,5,3,5,3,4,3,4,4,4,4,4,4,4,3,4,4,5,4,4,3,5,4,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,3,3,3,4,3,3,3,4,4,4,3,3,3,3,4,4,4
droit,3,5,3,5,5,4,3,4,4,4,3,5,3,5,4,3,3,3,4,3,3,5,4,3,4,4,3,4,5,4,3,3,4,3,3,3,4,3,4,3,5,3,5,5,4,4,3,4,4,4,4,3,4,4,3,3,3,3,4,3,3,5,3,5,3,4,3,4,4,4,5,3,5,5,3,3,4,3,4,4,4,5,4,4,5,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3
grail,5,4,4,3,5,4,4,4,4,4,5,5,4,3,5,4,4,4,4,3,5,3,5,4,5,4,3,4,4,5,4,4,4,4,4,4,3,5,4,5,4,5,3,5,4,3,4,3,4,3,4,5,3,5,4,3,4,4,4,3,5,5,4,3,5,4,4,4,5,4,4,5,3,5,4,3,3,4,4,4,6,5,4,3,4,5,4,4,4,4,5,3,5,4,4,3,4,4,4,5
clone,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,3,5,3,3,4,4,4,3,5,3,3,3,4,5,3,4,4,5,5,3,3,5,5,5,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,5,3,5,4,5,4,5,4,4,3,5,5,3,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,5,3,3,4,4,5
guise,4,5,4,3,4,4,4,4,5,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,5,3,4,5,5,4,4,3,4,3,4,4,4,4,5,4,4,4
ralph,4,4,3,5,4,3,4,3,5,3,4,4,3,5,4,3,4,3,4,4,3,4,3,3,4,3,3,4,3,3,4,3,4,3,5,4,3,3,5,5,3,4,4,3,3,4,5,4,5,5,3,4,4,3,5,4,3,4,4,5,4,4,3,4,4,3,4,3,5,4,3,3,3,3,3,3,3,3,3,3,4,4,4,5,4,4,5,4,3,3,3,5,4,3,3,4,5,4,3,5
tango,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,3,3,3,3,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4
biddy,4,6,4,4,5,5,3,6,3,4,3,5,3,5,5,5,4,6,4,5,4,4,5,3,3,4,4,5,5,6,4,4,5,5,3,4,4,4,5,4,4,4,5,4,5,6,3,5,4,5,5,3,5,6,3,4,5,4,4,4,4,6,4,4,4,5,3,6,3,4,4,4,4,4,4,4,6,5,5,4,4,5,5,4,5,4,3,4,3,6,4,4,4,5,4,4,3,4,3,4
smith,4,3,4,3,4,4,4,4,5,5,4,3,4,3,4,4,4,4,5,5,4,3,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,6,5,4,4,5,4,3,3,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,5,4,4,4,3,3,4,4,4,5,4,4,4,4
mower,7,6,7,7,7,6,6,7,7,7,6,5,6,6,6,5,5,6,7,7,6,6,6,5,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,4,6,7,7,7,6,6,7,6,7,8,5,6,6,6,7,7,5,6,7,6,4,4,4,4,4,4,4,4,4,4,5,6,6,6,7,6,5,6,5,6,7,7,6,4,7,6,7,6,5,7,6,7,7,6,7,7,7,5,5,7
payee,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,5,4,4,5,5,3,4,4,4,5,4,4,4,5,5,4,4,4,4,4,5,5,4,5,5,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,5,5,4,5,5,3,4,5,4,4,5,4,4,4,5,4,3,4,4,4,4,4,4,6,4,4,4,5,5,4,5,4,5,5,4,3,4,3,4,3,4,5,4,4,4
serif,3,4,3,4,3,3,3,3,4,4,3,4,3,4,3,3,3,3,4,3,3,4,3,3,4,4,3,4,4,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3
drape,5,4,3,4,6,5,5,4,4,3,5,4,3,5,5,5,5,4,5,5,3,3,4,3,3,3,4,5,4,4,5,3,6,4,4,5,5,3,4,5,7,5,7,6,5,6,5,5,6,5,5,5,6,6,4,5,5,4,5,6,5,4,3,6,6,4,5,4,4,5,4,3,3,4,3,3,4,3,4,3,5,6,5,4,6,5,4,5,4,4,3,5,5,3,3,5,5,5,3,4
fifth,4,4,4,4,4,5,4,4,5,5,5,4,4,4,5,5,4,4,5,4,5,4,5,4,5,5,4,5,4,4,5,5,5,4,5,4,4,5,5,4,4,4,4,4,5,4,5,4,3,5,4,5,5,4,5,5,5,5,5,3,5,4,5,4,5,4,4,4,5,5,3,5,5,4,5,4,4,5,4,5,5,4,4,4,4,5,5,5,5,4,4,4,5,5,4,4,5,4,4,4
spank,4,5,3,6,6,3,4,3,3,3,6,5,3,6,6,3,5,3,5,6,4,5,3,4,3,5,3,3,5,3,4,3,5,3,3,5,5,3,5,3,4,4,4,3,3,6,5,4,5,7,5,6,5,5,3,6,3,5,5,5,4,5,3,6,6,3,4,3,3,4,4,4,5,4,3,4,4,3,4,5,6,6,3,5,3,6,3,3,3,3,4,7,3,3,3,5,3,5,5,5
glaze,6,6,5,4,6,5,5,5,5,6,5,6,5,3,5,5,6,5,6,6,4,3,4,5,5,5,6,6,6,6,7,5,5,5,5,6,6,5,5,5,4,6,4,6,5,5,5,5,5,4,6,5,3,5,5,7,5,6,6,5,4,5,5,3,5,5,5,5,5,6,4,4,3,4,5,6,6,5,6,5,6,6,6,4,6,6,5,4,5,6,5,4,7,5,5,6,6,6,5,6
allot,3,4,6,4,3,4,4,5,6,6,3,4,6,4,3,4,4,6,3,6,3,4,3,4,6,3,6,4,4,7,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,3,4,4,4,5,4,3,6,3,6,5,4,4,3,4,3,4,6,4,3,4,4,5,6,3,4,3,6,3,6,5,3,4,4,3,3,3,4,4,6,4,6,4,4,6,4,4,4,4,5,5,4,4,4,6
truck,3,3,3,3,3,3,3,3,3,3,4,4,5,4,4,5,4,4,3,3,4,4,4,4,5,3,3,3,3,3,3,5,4,5,5,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,5,5,3,5,4,4,5,4,4,5,4,4,5,3,4,4,4,4,3,3,4,5,4,3,4,3,3,3,3,4,3,3,3,3,4,4,4,5,4,3,3,3,3,3
kayak,5,4,4,4,4,4,5,4,4,5,4,4,5,4,4,5,5,4,4,4,4,4,4,5,5,5,5,4,5,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,5,5,4,4,5,5,4,5,4,4,5,5,4,5,5,4,4,4,4,4,5,4,4,5,3,4,4,4,4,4,4,4,5,5,4
virus,6,4,7,4,6,7,5,6,4,4,6,4,6,4,6,6,6,6,4,6,6,4,6,6,4,4,7,4,4,6,6,6,6,6,4,4,6,4,6,4,6,6,5,6,7,6,6,6,6,4,6,6,4,6,6,5,6,5,4,5,5,4,6,4,5,6,5,5,4,4,6,6,5,6,7,5,5,6,6,4,7,6,4,4,4,7,4,4,4,4,4,4,6,6,6,6,4,4,4,6
testy,7,6,7,7,7,7,8,6,8,7,7,6,7,7,7,7,8,6,8,8,6,6,6,7,7,7,7,7,7,7,3,4,3,3,4,4,4,4,4,4,7,7,7,7,7,7,8,4,7,7,7,7,7,7,8,8,7,8,8,7,7,6,7,7,7,7,8,7,8,8,6,6,6,6,7,7,6,7,4,7,8,7,7,8,7,9,8,9,8,6,6,7,7,7,6,8,8,8,7,8
tepee,5,4,6,5,4,5,5,5,6,3,5,4,4,5,4,5,5,5,6,5,5,4,4,5,6,5,5,4,4,4,5,5,5,4,5,5,6,4,4,5,5,5,5,5,5,5,3,6,5,5,5,5,5,5,4,4,5,3,6,5,4,4,6,5,4,5,5,5,5,4,4,5,4,4,6,5,4,5,5,5,5,4,4,6,5,5,6,6,4,5,4,5,5,5,5,6,4,5,4,4
fully,3,5,5,5,3,3,3,5,5,4,3,5,5,5,3,3,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3,5,3,5,5,3,4,4,5,4,3,3,4,3,3,3,4,5,4,5,3,3,4,3,5,4,3,5,3,4,3,5,4,5,3,5,3,5,4,3,3,3,3,3,5,4,3,5,5,3,3,3,4,5,4,4,5,4,4,5,5,5,3,5,5,4,5,3,3,5
zonal,5,4,4,5,4,5,5,5,4,4,5,5,4,4,4,5,5,5,5,3,5,5,4,5,4,5,3,5,5,5,5,4,4,5,4,5,3,4,5,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,5,5,4,5,5,5,4,4,5,4,4,5,4,4,5,5,5,5,5,4,5,5,4,6,5,3,3,4,4,3,3,4,3,3,5,4,5,4,4,4,3,4,5,5,4
metro,4,5,4,5,4,5,5,4,4,4,4,5,4,5,5,4,5,4,4,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,5,4,5,5,5,4,5,4,4,4,4,4,4,4,4,5,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,5,5,4,5
curry,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3
grand,3,5,3,5,4,4,4,4,3,3,4,5,3,5,5,4,4,4,3,4,4,5,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,3,4,3,4,3,3,4,4,4,3,6,4,3,5,4,3,5,3,3,4,3,3,4,3,5,3,4,5,4,3,5,3,4,4,4,3,5,3,3,4,3,5,4,4,5,5,3,5,4,3,5,5,4,4,3,3,3,3,3,3,4,5,3
banjo,5,5,5,4,5,4,5,5,4,5,5,5,4,5,4,3,5,4,4,3,6,5,5,5,4,5,4,4,4,4,5,5,5,5,3,5,4,5,3,4,5,5,5,5,4,4,4,4,4,5,4,5,5,5,3,4,3,3,4,3,5,5,5,5,5,4,5,5,4,4,5,6,5,5,4,5,5,5,5,5,5,4,4,3,4,4,3,3,4,4,5,5,5,5,5,4,4,4,5,4
axion,3,6,5,6,5,5,3,5,5,5,3,6,5,6,5,5,3,5,6,5,3,6,5,3,5,6,5,5,6,5,3,5,5,5,5,6,5,5,5,5,6,3,3,6,5,6,5,3,5,4,6,3,3,6,5,3,5,5,6,5,5,6,5,6,5,5,5,5,5,6,6,3,3,6,5,3,6,5,6,6,5,5,6,5,6,5,6,5,6,6,6,6,5,5,5,5,5,6,6,5
bezel,6,7,5,6,6,7,6,5,5,6,5,5,5,5,6,5,4,6,5,6,6,6,6,6,5,6,6,5,5,6,6,4,6,5,4,6,6,5,5,5,5,6,7,7,7,6,4,5,7,6,5,5,6,6,5,5,5,4,5,5,5,5,5,5,6,5,4,6,5,6,5,6,7,7,5,6,6,4,5,6,6,6,6,6,6,5,5,5,6,6,6,6,5,4,5,5,5,4,6,5
occur,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,5,5,5,5,4,5,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,5,5,5,4,4,4,4,4,4,4
chain,3,4,3,4,3,3,3,3,3,3,4,4,5,5,5,5,4,4,4,3,5,4,5,4,4,4,3,3,4,5,4,5,5,4,4,4,3,4,5,4,3,3,3,3,3,3,3,3,3,4,4,4,5,4,3,3,5,5,4,5,5,5,4,4,5,5,4,4,4,4,5,5,5,4,3,3,4,5,4,4,3,3,4,4,4,3,4,4,4,4,5,5,5,5,4,3,3,4,4,5
nasal,5,5,4,5,3,4,5,4,4,4,4,4,4,4,3,4,4,4,4,3,5,4,3,4,4,5,3,4,4,4,5,4,3,4,4,5,3,4,4,4,5,5,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,5,4,4,5,5,5,5,5,3,4,4,4,4,5,3,3,4,4,3,3,4,3,3,4,4,4,3,4,4,3,4,4,5,4
gooey,7,6,7,3,4,7,5,6,6,7,6,7,7,3,6,7,6,7,6,6,6,3,6,6,7,5,6,7,6,8,6,7,6,7,7,5,5,7,6,7,5,7,3,5,7,5,5,7,7,3,6,6,3,5,6,6,7,7,6,7,7,7,7,3,6,7,7,7,7,5,6,6,3,5,7,5,6,7,6,5,6,4,6,3,4,5,6,6,6,6,7,3,6,7,7,6,5,6,6,6
filer,7,6,6,8,7,7,6,6,7,6,7,6,7,9,7,7,6,8,7,7,6,8,6,5,7,6,6,7,5,8,6,7,6,7,6,6,6,7,7,7,6,7,7,7,7,7,7,7,7,9,6,7,7,7,7,7,7,6,7,6,6,5,5,8,6,7,5,5,6,6,5,6,6,6,7,6,6,7,6,6,7,7,8,8,3,6,8,3,5,8,6,8,7,7,6,7,7,6,5,7
brace,6,5,6,4,6,4,4,6,3,5,5,5,5,5,5,5,5,5,3,3,6,6,6,5,5,5,5,5,5,4,5,6,5,6,5,5,4,6,4,6,4,6,5,5,4,3,5,3,5,5,5,5,5,5,3,3,5,5,3,5,6,6,6,5,6,6,6,6,5,5,6,6,5,6,6,5,5,6,5,5,6,5,5,4,5,4,3,4,5,6,7,5,6,6,6,6,5,5,5,4
allay,5,5,5,4,5,6,3,5,6,5,5,5,6,3,5,6,5,5,5,4,5,5,5,3,4,5,4,5,5,4,5,6,5,5,6,5,4,4,6,6,5,5,5,5,6,5,6,5,6,4,5,5,5,5,6,5,6,6,5,6,5,5,4,4,5,4,5,5,6,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,6,5,5,5,5,4,5,6,5,4,6,5,5,6
pubic,4,3,4,5,4,4,4,3,3,3,4,3,3,4,4,3,5,3,3,3,4,4,4,4,3,4,3,3,3,3,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,3,4,4,5,4,4,4,3,3,3,5,3,5,5,4,4,4,5,4,4,4,4,5,3,4,4,3,3,3,3,4,3,4,4,4,3,5,4,4,3,3,3,3,4,4,5,4,4,4,5,4,4,5
raven,5,5,4,5,3,4,5,4,4,4,5,5,4,4,3,4,5,4,4,3,5,5,3,5,4,5,3,4,5,4,5,4,3,4,4,5,3,4,4,4,6,5,6,6,4,6,4,5,4,6,6,5,6,6,4,4,4,4,4,4,4,5,4,5,4,4,5,4,4,5,6,5,6,6,4,5,6,4,5,5,5,3,3,3,4,3,4,3,3,3,5,5,3,4,4,3,4,5,5,4
plead,4,4,3,4,6,4,4,4,4,3,4,4,3,5,4,4,4,4,4,5,4,4,4,4,3,3,3,4,4,4,4,3,5,4,4,4,6,3,4,4,5,4,4,4,4,4,5,5,6,4,5,4,4,4,4,4,4,4,4,4,4,4,3,7,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,6,4,5,6,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
gnash,5,6,4,3,4,4,5,4,4,4,5,6,4,3,4,4,4,4,5,4,5,3,4,5,4,5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,4,5,4,5,4,5,4,4,4,5,4,5,4,5,4,4,5,4,5,5,4,3,4,4,4,4,4,5,5,5,4,5,4,5,5,4,5,5,4,4,4,3,4,4,4,4,4,4,6,3,4,4,4,4,4,5,5,4
flaky,3,3,4,4,3,5,4,3,5,5,3,3,4,4,3,4,5,3,5,5,3,3,3,4,4,5,4,4,5,4,3,4,3,3,5,5,5,4,4,5,3,3,3,3,5,3,5,5,4,4,3,3,3,3,5,5,4,5,5,4,3,4,4,4,3,4,5,3,5,5,3,3,3,3,4,5,3,4,5,5,4,3,4,4,3,5,5,5,5,4,3,4,3,4,3,5,5,5,5,4
munch,5,3,5,3,5,5,6,5,3,3,5,4,5,5,3,5,5,3,4,4,4,5,4,4,5,5,4,3,4,4,5,6,5,5,5,6,5,5,5,3,5,5,5,5,5,5,6,5,6,3,5,5,5,5,5,4,5,5,4,6,3,4,3,4,3,3,4,3,3,4,4,4,4,5,5,5,4,6,4,5,5,5,6,7,5,5,5,5,5,5,5,5,3,6,3,5,3,5,4,5
dully,4,7,5,6,8,7,4,6,5,5,4,8,6,5,8,7,4,7,4,7,3,7,8,3,6,3,7,7,7,7,4,6,9,8,6,4,8,6,8,5,8,4,3,7,7,7,5,6,6,5,8,4,3,7,5,3,7,5,4,7,4,8,5,5,9,8,4,8,5,4,8,3,7,7,5,3,7,6,6,3,4,8,7,6,8,4,5,7,7,6,7,5,4,6,6,3,5,4,3,4
eking,6,6,5,6,5,5,6,5,6,6,5,6,5,5,5,5,5,5,6,5,5,6,5,6,6,6,5,6,5,3,5,5,5,5,6,6,6,6,3,6,6,6,6,5,5,6,5,4,5,6,5,5,5,5,5,5,5,5,6,5,5,6,5,6,5,5,6,5,6,6,5,5,6,5,5,6,6,5,4,6,6,5,6,7,6,6,6,6,6,6,6,6,5,5,5,5,6,6,6,3
thing,4,4,5,4,3,4,4,4,5,5,4,4,5,4,3,4,4,4,5,5,4,4,3,4,4,5,5,4,5,5,4,4,4,4,4,5,5,4,3,4,4,4,3,5,4,5,4,4,4,4,4,4,3,5,4,5,4,4,5,4,4,4,5,4,3,4,4,4,5,5,4,4,3,5,4,5,5,4,4,5,4,3,4,4,4,4,5,5,5,4,4,4,3,4,4,5,4,5,5,5
slink,5,5,6,7,4,5,3,6,7,6,3,4,6,7,4,5,3,6,5,4,3,6,4,3,6,5,4,5,3,6,3,5,4,5,6,5,4,5,6,6,3,5,5,3,5,5,6,3,6,7,3,3,4,3,7,5,5,6,5,6,3,3,6,7,4,5,3,6,7,5,3,3,4,3,6,5,4,5,3,5,4,4,5,6,4,4,7,4,4,6,4,7,4,5,6,4,6,3,3,7
hurry,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,5,4,5,3,4,5,5,5,5,3,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,3,5,6,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
theft,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,5,4,4,4,4,4,3,4,4,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,5
shorn,5,4,4,4,4,4,5,4,4,4,6,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,5,4,3,4,4,5,6,6,4,4,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,3,4,5,4,5,4,4,5,4,5,5,4,3,3,5,5,5,4,4,5,5,5
pygmy,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4
